Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Renewal_Flag,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings
4721893,4817,2178972,06-08-2017,05-09-2017,1,15,995,0,55,589,0
5340213,1099,2345856,04-10-2017,03-11-2017,1,15,1495,320,295,9415.75,5
1502213,10380,2194320,12-08-2017,11-09-2017,1,50,1745,85,105,2702.35,0
3502987,1847,2492772,22-11-2017,21-12-2017,1,15,495,10,10,1427.85,0
1593013,5939,1304820,13-08-2016,12-09-2016,1,15,495,0,0,0,0
485440,1193,2476224,16-11-2017,15-12-2017,1,15,1745,90,125,5233.55,0
2126880,6404,1756740,28-02-2017,27-03-2017,1,15,495,0,0,0,0
2549307,10286,1619700,30-12-2016,29-01-2017,1,15,1745,0,0,0,0
2833173,7730,1601772,22-12-2016,27-12-2016,0,15,495,0,0,0,0
3408960,5269,1937244,09-05-2017,08-06-2017,1,15,745,0,0,0,0
2501547,5376,1536480,24-11-2016,23-12-2016,1,15,745,15,20,1437.75,0
2918853,703,1942908,11-05-2017,10-06-2017,1,15,495,25,35,737.2,5
3372000,4864,1926144,04-05-2017,02-06-2017,0,15,495,0,95,1187.3,25
5248213,1691,2696988,26-01-2018,25-02-2018,1,15,1745,0,935,20502.9,0
7093973,3310,2777652,20-02-2018,08-03-2018,0,15,1745,95,210,2010,0
1908000,381,1191852,21-06-2016,20-07-2016,1,15,1495,80,95,1800,0
2074293,1878,1318032,20-08-2016,31-08-2016,0,15,1245,0,0,0,0
3605760,4423,1997208,02-06-2017,20-06-2017,0,15,495,30,50,844.55,0
3876560,1973,2175732,05-08-2017,04-09-2017,1,15,745,350,380,9811.55,10
4209040,2523,2101380,11-07-2017,13-07-2017,0,15,1495,10,15,856.9,0
4344107,3439,2062272,27-06-2017,29-06-2017,0,15,495,0,0,38,0
5794000,6342,2459412,10-11-2017,09-12-2017,1,15,1495,120,225,4803.2,0
1808693,10583,1131264,30-05-2016,29-06-2016,1,15,745,110,135,4699,5
2664107,5623,1811928,20-03-2017,19-04-2017,1,15,745,0,0,0,0
2672960,7483,2173344,04-08-2017,03-09-2017,1,15,1495,270,405,1770,0
3470480,3974,1957020,17-05-2017,16-06-2017,1,15,495,0,5,343.9,0
3309973,7560,1900404,24-04-2017,23-05-2017,1,15,1745,0,315,4821.35,0
5395040,3932,2638320,08-01-2018,07-02-2018,1,15,995,25,75,1018.4,0
4906000,1196,2229180,25-08-2017,22-09-2017,0,15,1495,110,90,1341.4,0
3177413,2784,2539008,08-12-2017,18-12-2017,0,15,495,5,20,367.65,0
3373680,10252,1853952,04-04-2017,01-05-2017,0,15,1495,110,155,2766.4,0
4176347,1726,2704944,28-01-2018,27-02-2018,1,15,745,0,750,24430.8,35
5811013,9457,2752464,11-02-2018,02-03-2018,0,15,1495,140,195,6422,0
6387893,2384,2601564,24-12-2017,23-01-2018,1,15,995,45,125,2597.5,0
6638907,5005,2855208,14-03-2018,13-04-2018,0,15,995,0,20,552,0
1908000,5409,1381740,21-09-2016,20-10-2016,0,15,1495,40,50,1851.45,10
4055707,3257,2897196,25-03-2018,24-04-2018,0,15,1495,20,20,171.45,0
2118960,2928,1268424,27-07-2016,26-08-2016,1,15,495,10,25,1504.3,0
2364587,11365,1591440,18-12-2016,17-01-2017,1,15,745,65,125,2176.6,15
2381813,3889,2342016,03-10-2017,02-11-2017,1,15,1495,60,80,6015,0
4291093,7248,2045796,21-06-2017,20-07-2017,1,15,495,25,45,2290.15,20
5134373,10230,2472972,15-11-2017,01-12-2017,0,15,1495,25,40,1891.4,0
4834053,10422,2383416,18-10-2017,17-11-2017,1,15,1245,0,0,31.35,0
5583867,7294,2602332,25-12-2017,24-01-2018,1,15,995,180,415,5640.15,0
1977387,1,1626996,02-01-2017,01-02-2017,1,15,745,0,0,0,0
2417707,8235,2013708,09-06-2017,08-07-2017,1,15,745,0,0,0,0
2468747,921,1377156,18-09-2016,26-09-2016,0,15,1245,0,0,42.6,0
2694533,1947,1830192,26-03-2017,25-04-2017,1,15,1495,0,0,0,0
2860987,7936,2320584,27-09-2017,26-10-2017,1,15,1495,0,0,0,0
3504640,4928,2310924,23-09-2017,22-10-2017,1,15,1245,135,220,2838.35,0
4128320,6790,2082900,02-07-2017,01-08-2017,1,15,495,0,0,196.65,0
4138880,9144,2436852,03-11-2017,02-12-2017,1,15,745,0,5,333.45,0
4156587,3149,2527632,04-12-2017,03-01-2018,1,15,495,0,0,0,0
1794107,3241,1332000,27-08-2016,26-09-2016,1,15,745,20,25,848,0
1622240,4502,1595760,21-12-2016,20-01-2017,1,15,745,75,105,2522.25,0
2456533,404,1534080,23-11-2016,22-12-2016,1,15,745,65,85,3481.4,0
2573467,591,1425900,05-10-2016,04-11-2016,1,15,745,140,175,7561.6,30
4016507,7023,2216652,20-08-2017,19-09-2017,1,15,495,5,5,375.2,0
5241467,9861,2400948,24-10-2017,23-11-2017,1,15,1245,100,145,5712.2,15
1419413,9992,2554872,13-12-2017,12-01-2018,0,15,995,20,55,3454,20
1685813,5839,1089828,08-05-2016,07-06-2016,1,15,495,25,30,1425.6,5
3445893,4234,2659164,14-01-2018,22-01-2018,0,15,495,0,5,190,5
3591467,10292,1846800,01-04-2017,30-04-2017,1,15,1745,5,15,258.85,0
3975920,1929,2379912,17-10-2017,16-11-2017,1,15,495,35,75,1718.55,0
4588960,10028,2138844,23-07-2017,22-08-2017,1,15,995,5,35,3312.4,0
684533,8445,1679592,27-01-2017,26-02-2017,1,15,745,80,115,3430.7,0
2860987,10009,1908168,27-04-2017,26-05-2017,1,15,1495,0,0,0,0
3296587,9899,2398884,23-10-2017,22-11-2017,1,50,1495,40,55,1802.35,0
3410827,640,1867032,09-04-2017,08-05-2017,1,15,495,0,30,728,0
4228507,9526,2199144,14-08-2017,13-09-2017,1,15,495,25,75,1330,0
2017253,5753,1708872,09-02-2017,08-03-2017,1,15,495,0,0,0,0
2226800,4874,1363212,11-09-2016,10-10-2016,1,15,1245,25,45,2649.6,0
2175947,10169,2084952,04-07-2017,03-08-2017,1,15,495,40,70,1949.7,0
5646587,1642,2420832,29-10-2017,30-10-2017,0,15,995,0,0,282.15,0
7208373,6342,2916084,29-03-2018,28-04-2018,0,15,1745,0,10,55.75,0
1968347,4617,1215552,01-07-2016,30-07-2016,1,15,745,0,0,4.35,0
2977120,9016,2359392,09-10-2017,08-11-2017,1,15,995,0,0,0,0
6545040,9979,2629680,05-01-2018,23-01-2018,0,15,995,35,100,2445.3,5
1696053,952,1440552,12-10-2016,19-10-2016,0,15,495,0,20,1036.8,0
2711840,8068,1756944,28-02-2017,22-03-2017,0,15,495,0,0,0,0
2739733,7130,1558656,03-12-2016,05-12-2016,0,15,1495,0,0,0,0
2787413,6153,1512852,12-11-2016,11-12-2016,1,15,495,0,85,1113.6,5
2756320,8522,1498152,05-11-2016,04-12-2016,1,15,495,45,45,1273.95,5
3682240,2409,1872432,12-04-2017,11-05-2017,1,15,1745,0,20,369.9,0
4039787,9834,2314956,24-09-2017,23-10-2017,1,15,745,0,165,3482.7,0
4366507,3611,2328924,29-09-2017,28-10-2017,1,15,1245,2960,5420,116026,20
3056347,7088,1794396,14-03-2017,13-04-2017,0,50,2995,0,0,21.3,0
3698907,7535,2144172,26-07-2017,25-08-2017,1,15,1745,90,190,2743,0
1762720,9211,1255620,21-07-2016,20-08-2016,1,50,1745,150,160,13885.05,0
1869307,3503,1234800,12-07-2016,11-08-2016,1,15,1495,10,205,4263.4,40
2262293,10620,1310784,17-08-2016,16-09-2016,1,15,745,105,140,13204.8,10
957573,3272,1579512,14-12-2016,13-01-2017,1,15,1495,5,20,940.5,0
4665920,1158,2423196,31-10-2017,30-11-2017,1,50,2995,0,270,5120.5,15
1655813,6821,1461840,21-10-2016,20-11-2016,1,15,1245,390,585,25426.45,10
3278613,10355,1893576,21-04-2017,20-05-2017,1,15,1745,40,100,1257.25,0
3710667,7022,1880160,15-04-2017,14-05-2017,1,15,745,50,65,883.35,0
1103813,4865,2405208,25-10-2017,24-11-2017,0,15,1245,55,80,3293.8,0
1543333,3546,1874928,13-04-2017,12-05-2017,1,15,1745,0,0,0,0
2519787,1522,2390772,20-10-2017,19-11-2017,1,15,495,0,85,2115.15,0
3287707,9710,1816392,22-03-2017,21-04-2017,1,15,1245,5,5,674.1,0
4227920,8440,2111076,14-07-2017,13-08-2017,1,15,745,20,50,1735.65,0
4629493,317,2151768,28-07-2017,27-08-2017,1,15,495,50,105,1269.35,0
1037467,7069,1560360,04-12-2016,03-01-2017,0,15,495,0,0,0,0
4049653,9788,2062056,27-06-2017,26-07-2017,1,15,495,0,95,2936.45,10
6266907,3817,2559480,14-12-2017,13-01-2018,1,15,995,30,150,3893.1,0
923547,9905,1654584,16-01-2017,15-02-2017,1,50,1745,955,1215,41685.7,40
3578853,10477,1991124,31-05-2017,16-06-2017,0,15,495,15,20,370.5,0
3578853,3590,1991124,31-05-2017,16-06-2017,0,15,495,15,20,370.5,0
2783147,4081,1714824,11-02-2017,10-03-2017,1,15,495,0,0,0,0
3048293,2798,1937040,09-05-2017,08-06-2017,1,15,745,95,175,2778.9,0
3927947,8457,2101176,11-07-2017,20-07-2017,0,15,745,25,35,350.55,0
936693,7830,1416792,01-10-2016,05-10-2016,0,15,745,0,0,29.85,0
1391520,4614,1067196,24-04-2016,23-05-2016,1,50,995,0,45,3655.15,25
3415227,10252,2016972,10-06-2017,09-07-2017,1,15,745,5,5,516.15,0
3954987,5953,2107884,13-07-2017,12-08-2017,1,15,495,10,35,562.5,0
4494693,9780,2469060,14-11-2017,13-12-2017,1,15,495,55,80,2000.65,5
1909227,4084,2876640,21-03-2018,20-04-2018,0,15,745,0,55,112.3,0
2105227,9969,1279068,31-07-2016,29-08-2016,0,15,1745,0,0,54.95,0
2413493,6532,1355652,08-09-2016,07-10-2016,1,15,495,5,15,364.8,5
4003120,10472,2179176,06-08-2017,05-09-2017,1,15,995,15,55,2736,0
4418720,6806,2731404,05-02-2018,04-03-2018,1,15,745,40,110,2424.4,0
6307787,5420,2572752,17-12-2017,05-01-2018,0,15,995,5,45,2554.55,10
1654000,7333,1121016,25-05-2016,24-06-2016,1,15,495,5,35,2305.3,5
2902240,3490,1568076,08-12-2016,12-12-2016,0,15,1245,0,5,120,0
4523253,3104,2567652,16-12-2017,15-01-2018,1,15,495,10,50,3720.15,10
1601973,9125,1103424,15-05-2016,14-06-2016,0,15,745,50,60,4060.8,0
1958080,9975,1412496,30-09-2016,29-10-2016,1,15,1495,0,0,0,0
3645733,8161,1862040,07-04-2017,06-05-2017,1,15,495,5,20,493.2,0
4547760,5494,2127528,20-07-2017,19-08-2017,1,15,745,0,75,1686.25,15
6308107,2569,2716728,01-02-2018,28-02-2018,1,15,1995,45,90,6347.9,5
3473680,4162,2118840,17-07-2017,16-08-2017,1,15,1745,0,45,1149.5,0
6818560,5467,2707260,29-01-2018,28-02-2018,1,50,2995,15,40,1380.2,0
2233333,7923,1302312,12-08-2016,02-09-2016,0,15,495,5,5,274.2,0
3125973,7389,1676916,26-01-2017,01-02-2017,0,15,745,55,55,934.25,0
5797467,9692,2755644,13-02-2018,21-02-2018,0,15,995,15,30,428.8,0
769013,10815,1196052,23-06-2016,22-07-2016,1,15,1495,0,190,8263.1,5
1734347,519,1107312,18-05-2016,17-06-2016,1,15,745,50,110,1407.35,5
2579893,3592,2351700,06-10-2017,05-11-2017,1,15,745,195,335,3769.3,0
3156320,2406,2526300,03-12-2017,02-01-2018,1,15,495,0,0,0,0
4188720,1652,2455044,09-11-2017,08-12-2017,1,15,1745,265,435,9875.25,0
5686880,8229,2523108,02-12-2017,01-01-2018,1,15,995,0,5,647.9,0
2240080,3129,1305024,13-08-2016,12-09-2016,1,15,495,0,0,59.85,10
2784533,136,1792116,12-03-2017,11-04-2017,1,15,495,0,5,201.3,5
3328560,5005,1754892,26-02-2017,27-02-2017,0,15,1745,0,0,0,0
3358720,9606,2151564,28-07-2017,02-08-2017,0,15,745,5,30,551,0
2272187,11376,1524000,18-11-2016,17-12-2016,0,15,495,0,0,0,0
2687573,4379,1671612,24-01-2017,17-02-2017,0,15,745,245,315,9909.45,0
2958400,2788,1969632,21-05-2017,20-06-2017,1,15,745,70,145,802.5,0
2800560,1505,1800708,16-03-2017,15-04-2017,0,15,1745,0,0,0,0
3102907,4777,1667232,21-01-2017,20-02-2017,1,15,995,10,25,912.6,5
3455840,2013,1879956,15-04-2017,14-05-2017,1,15,495,20,45,949.65,0
2839733,9392,1819968,23-03-2017,22-04-2017,1,15,745,0,0,0,0
3445893,8859,1794612,14-03-2017,13-04-2017,1,15,495,0,0,103.7,0
3993147,10620,1960680,18-05-2017,17-06-2017,1,15,495,5,10,645.55,0
5036773,6917,2811000,01-03-2018,28-03-2018,1,15,1245,305,415,9535.15,0
2725840,912,1760928,01-03-2017,28-03-2017,1,15,495,0,0,0,0
2987733,8314,2324844,28-09-2017,27-10-2017,0,15,745,35,115,2103.3,0
3090533,9386,2222880,23-08-2017,22-09-2017,1,15,1495,15,55,7367.25,0
5296053,479,2509800,29-11-2017,28-12-2017,1,15,995,5,10,152,0
6660027,9715,2669928,18-01-2018,17-02-2018,1,15,1495,0,100,2272.3,15
1551707,1908,1137708,03-06-2016,02-07-2016,1,15,1245,0,0,0,0
1941840,8854,1329588,26-08-2016,25-09-2016,1,50,1745,0,1265,35235.15,10
2279653,2069,1315560,19-08-2016,18-09-2016,1,15,495,50,90,2770.2,5
3715920,6458,2200476,15-08-2017,06-09-2017,0,15,745,0,0,0,0
4764933,5713,2214288,19-08-2017,18-09-2017,1,15,995,0,180,4456,30
4615573,5046,2801556,27-02-2018,26-03-2018,1,15,495,15,25,863.75,15
5225067,2251,2805600,28-02-2018,27-03-2018,1,15,1245,10,65,1596,5
5890507,4293,2669964,18-01-2018,17-02-2018,0,15,1245,120,160,4303.5,0
2201547,9338,1292808,07-08-2016,06-09-2016,1,15,1245,15,20,2666.25,5
2422667,8419,1504260,09-11-2016,08-12-2016,1,15,1495,0,0,0,0
3293333,1842,1744572,23-02-2017,22-03-2017,1,15,495,20,30,1686.95,5
3357520,8821,1922964,03-05-2017,02-06-2017,1,15,745,0,30,801.45,0
3887387,7276,2022000,12-06-2017,11-07-2017,1,15,745,0,25,200.7,0
4169600,6887,2836140,08-03-2018,07-04-2018,0,15,995,45,85,582.15,0
6127653,5440,2513544,30-11-2017,29-12-2017,1,15,1245,55,150,3129.3,0
1895387,4361,1583304,15-12-2016,14-01-2017,1,15,1245,1120,1265,24095.95,20
2191467,2099,1630872,05-01-2017,04-02-2017,1,15,495,25,45,1222.65,0
2717307,779,1709076,09-02-2017,08-03-2017,1,15,745,0,0,0,0
2715040,8275,1800744,16-03-2017,22-03-2017,0,15,495,5,10,96.75,0
3430880,4016,2020272,11-06-2017,10-07-2017,1,15,1245,40,70,1903.3,0
3949493,5467,1957224,17-05-2017,16-06-2017,1,15,495,0,120,765.3,0
6400427,1742,2697204,26-01-2018,25-02-2018,1,15,995,245,640,7028.1,0
1854373,11048,1230108,09-07-2016,08-08-2016,1,15,1495,50,60,364.2,0
1915173,8229,1531476,22-11-2016,26-11-2016,0,15,1245,0,0,201.6,0
4577040,199,2589108,22-12-2017,21-01-2018,1,15,495,75,160,3791.5,5
3533307,8622,1827576,25-03-2017,27-03-2017,0,15,745,5,5,14.4,0
3793920,1914,1940340,10-05-2017,09-06-2017,1,50,2995,335,535,3381.75,10
5499520,6758,2483364,18-11-2017,17-12-2017,1,15,1495,0,0,123.9,15
1860880,10585,1609404,24-12-2016,23-01-2017,1,15,495,235,225,7078.45,30
2950187,237,2038836,18-06-2017,17-07-2017,1,15,495,0,0,0,0
4744667,1692,2543544,09-12-2017,08-01-2018,1,15,1745,20,65,9395.85,0
2781360,5556,1869096,11-04-2017,10-05-2017,1,15,1745,0,0,0,0
4244613,10920,2117328,16-07-2017,15-08-2017,1,15,495,10,60,2528.9,0
1995867,9294,1561920,06-12-2016,05-01-2017,1,15,495,0,0,0,0
3011253,1750,1688964,01-02-2017,28-02-2017,1,15,745,0,0,85.5,0
6186000,1545,2536260,07-12-2017,06-01-2018,1,15,1745,370,585,10746.3,15
5587813,10880,2692764,25-01-2018,24-02-2018,1,15,995,10,15,2372.15,0
6735653,8378,2882856,22-03-2018,21-04-2018,0,15,995,10,10,424.4,0
2826747,10788,2487612,20-11-2017,19-12-2017,1,15,1745,0,150,7373.5,0
3958747,2090,2198940,14-08-2017,28-08-2017,0,15,495,0,0,0,0
4079333,10657,2089116,06-07-2017,05-08-2017,1,15,495,55,170,2208.25,0
6516053,11387,2712420,31-01-2018,28-02-2018,1,15,1495,0,0,7,0
2956027,429,2130840,21-07-2017,20-08-2017,1,15,745,0,0,0,0
5068720,7869,2539248,08-12-2017,11-12-2017,0,15,995,0,0,161.5,0
1970480,2112,1339416,31-08-2016,30-09-2016,1,15,745,30,100,2904.6,0
2312747,8549,1325124,24-08-2016,26-08-2016,0,15,745,0,0,198.9,0
2480613,7226,1381980,21-09-2016,16-10-2016,0,15,745,10,20,958.5,0
2618107,848,1646112,12-01-2017,30-01-2017,0,15,495,0,0,0,0
3076453,5559,1807536,18-03-2017,17-04-2017,1,15,1245,40,50,2463.25,0
3916373,9175,2190960,11-08-2017,10-09-2017,0,15,995,50,240,5771.25,0
2536827,5373,1684512,30-01-2017,01-02-2017,0,15,1495,0,0,0,0
2537920,2158,1547148,30-11-2016,29-12-2016,1,15,745,0,0,0,0
2197333,8545,1702248,07-02-2017,06-03-2017,1,15,1245,95,120,4795.15,5
2309067,8321,1322712,23-08-2016,31-08-2016,0,15,495,0,15,256.5,0
2584213,10960,1428516,06-10-2016,05-11-2016,0,15,1245,1505,2165,31122.65,10
2745493,4567,1560576,04-12-2016,03-01-2017,1,15,1495,0,0,0,0
2712373,2687,1543524,28-11-2016,27-12-2016,1,50,1495,10,60,2077.65,5
2915653,766,1643460,11-01-2017,10-02-2017,1,15,745,70,140,3988.7,5
1346453,6839,2131044,21-07-2017,20-08-2017,1,15,1245,10,10,1778.35,10
1621200,3353,1062624,21-04-2016,20-05-2016,1,50,995,0,320,5845.35,5
4436373,8770,2351904,06-10-2017,05-11-2017,1,15,495,65,145,5517.6,10
6798133,670,2900856,27-03-2018,26-04-2018,0,15,1745,0,20,273.4,0
3108373,9856,1895868,22-04-2017,21-05-2017,1,15,745,105,120,1212.8,0
3638107,4044,1859712,06-04-2017,05-05-2017,1,15,495,0,5,595.95,0
3410640,1335,1783728,09-03-2017,10-03-2017,0,15,495,0,0,0,0
5682747,6656,2523036,02-12-2017,01-01-2018,1,15,995,0,25,701.75,0
1824293,6138,2168244,02-08-2017,01-09-2017,1,15,745,0,0,0,0
2037680,1703,1366848,14-09-2016,13-10-2016,1,15,1745,15,60,3883,0
3005013,3445,1837020,29-03-2017,28-04-2017,1,15,745,0,0,0,0
3927867,2826,2314920,24-09-2017,23-10-2017,0,15,745,0,0,0,0
4933893,7281,2503788,27-11-2017,26-12-2017,1,15,1495,120,170,9356.55,0
6736827,18,2785344,22-02-2018,21-03-2018,1,15,1495,40,70,4433.4,25
2684747,2381,1670568,23-01-2017,17-02-2017,0,15,745,0,0,0,0
3277040,5287,1966956,20-05-2017,19-06-2017,1,15,1495,195,255,2548.85,0
3423280,10985,2843604,10-03-2018,09-04-2018,0,15,495,10,20,637.9,10
2499947,9031,1609476,24-12-2016,23-01-2017,1,50,2995,150,440,14213.55,0
3271227,6562,2386740,19-10-2017,18-11-2017,1,15,495,105,120,539.25,0
4522080,176,2204184,16-08-2017,15-09-2017,1,15,495,40,135,1761.3,0
5821707,5678,2466792,12-11-2017,17-11-2017,0,15,995,0,0,76.95,0
1047467,6012,2038632,18-06-2017,17-07-2017,1,15,495,0,0,0,0
1853893,2077,1468152,24-10-2016,31-10-2016,0,50,1745,0,30,3064.6,30
3080640,2998,2482884,18-11-2017,17-12-2017,1,15,745,0,0,0,0
6769147,10897,2802048,27-02-2018,26-03-2018,1,15,1245,310,475,3993.3,15
1075333,7442,2059548,25-06-2017,24-07-2017,0,15,1245,90,120,2194.6,10
2244533,8285,1648236,13-01-2017,12-02-2017,1,50,1495,0,0,0,0
2714347,2551,1913844,29-04-2017,28-05-2017,1,15,495,15,15,495.6,0
2726133,9249,1613304,27-12-2016,26-01-2017,1,15,495,45,85,1726.25,5
3341653,5316,1914768,29-04-2017,28-05-2017,1,15,1745,70,80,1469.2,5
2913093,8269,2187720,10-08-2017,14-08-2017,0,15,745,0,0,0,0
3681360,318,2651532,12-01-2018,04-02-2018,0,15,1245,5,0,31.8,0
4248667,5740,2219568,22-08-2017,21-09-2017,1,15,1745,505,520,9120,15
2117653,265,1332240,27-08-2016,26-09-2016,1,15,495,0,0,15,0
2223067,6070,1946100,12-05-2017,11-06-2017,1,15,495,5,0,175.35,0
3572240,10663,1840800,30-03-2017,29-04-2017,1,15,1745,45,70,1617.95,0
2025600,5693,1711788,10-02-2017,09-03-2017,1,15,495,0,0,0,0
2403733,10045,1353288,07-09-2016,22-09-2016,0,15,495,5,10,672,0
2452880,5323,1501212,07-11-2016,06-12-2016,1,15,1245,120,155,3195,0
2624213,8946,1426860,04-10-2016,04-11-2016,1,50,1495,0,15,2320.8,10
3983840,2961,2293512,17-09-2017,16-10-2017,1,15,1745,0,1045,24714.25,5
1482613,5205,1103496,15-05-2016,14-06-2016,1,15,745,20,55,4691.1,10
1895387,8868,1653828,15-01-2017,14-02-2017,1,15,1245,1290,1495,34901.25,0
2816800,2640,1524744,18-11-2016,17-12-2016,1,15,495,5,5,554.7,5
5731653,4366,2629356,05-01-2018,25-01-2018,0,15,995,65,80,2204,0
1110960,6400,1666776,21-01-2017,20-02-2017,1,15,745,0,0,0,0
1999627,3171,2007684,07-06-2017,06-07-2017,1,15,495,40,50,2601.15,10
3390773,1683,1934784,07-05-2017,06-06-2017,1,15,495,5,5,600.4,0
6108933,5038,2610852,29-12-2017,28-01-2018,1,15,995,170,355,5722.4,0
1565280,4450,2100696,11-07-2017,10-08-2017,1,15,495,5,75,1858.4,5
1678027,2283,1095516,12-05-2016,11-06-2016,1,15,1745,0,85,2653.3,0
3710267,7681,1953240,15-05-2017,14-06-2017,1,15,495,55,55,572.9,0
6974800,4892,2749128,10-02-2018,09-03-2018,1,15,995,85,130,909.8,30
4001867,8533,2296548,19-09-2017,18-10-2017,1,15,745,15,80,1581.2,0
5006427,10795,2444952,05-11-2017,04-12-2017,1,15,995,60,170,2462.4,0
942453,1232,1287900,05-08-2016,04-09-2016,1,15,745,210,260,7103.45,15
1880453,78,1368900,15-09-2016,14-10-2016,1,15,1495,275,595,11984.7,0
2295840,6795,1529460,20-11-2016,19-12-2016,1,15,1245,0,150,3418.4,20
3763253,2922,2134572,22-07-2017,21-08-2017,1,15,495,20,280,3435.2,0
3840293,4400,1981440,26-05-2017,21-06-2017,0,15,1745,0,495,1604.2,30
5315813,2249,2423436,31-10-2017,30-11-2017,1,15,995,20,45,900.6,0
2485733,10883,1384860,22-09-2016,21-10-2016,0,50,2245,135,180,5280,5
2698773,6555,1541964,27-11-2016,26-12-2016,1,15,745,35,95,2611.2,10
2494480,1057,1387956,23-09-2016,22-10-2016,1,15,745,25,60,2395.8,15
3778533,5739,1972692,23-05-2017,22-06-2017,1,15,495,20,55,536.2,0
4140533,1643,2000352,03-06-2017,02-07-2017,1,15,1495,190,210,3489.15,0
6603067,735,2849904,12-03-2018,11-04-2018,0,15,995,10,25,952,5
2429333,3046,1360992,10-09-2016,09-10-2016,1,15,1245,5,5,606.95,15
3756160,11172,2026200,14-06-2017,15-06-2017,0,15,495,0,0,0,0
5502107,9818,2383728,18-10-2017,14-11-2017,0,15,995,115,175,1314.8,0
6198640,3488,2638560,08-01-2018,07-02-2018,1,15,995,170,335,10030.25,0
6937467,10167,2741220,08-02-2018,20-02-2018,0,15,995,0,20,877.7,0
2588987,1815,1702284,07-02-2017,06-03-2017,1,15,1745,0,0,0,0
4293120,51,2045832,21-06-2017,23-06-2017,0,15,1745,5,0,40,0
4800480,3529,2377092,15-10-2017,20-10-2017,0,15,1745,0,0,237.5,0
5638053,9093,2606508,28-12-2017,10-01-2018,0,15,995,0,0,0,0
1950533,3960,1336284,29-08-2016,20-09-2016,0,15,1745,85,105,2585.6,0
3072347,4752,1882248,16-04-2017,15-05-2017,1,15,1745,0,0,0,0
4590187,1253,2138880,23-07-2017,22-08-2017,1,15,495,115,105,718.25,10
4881733,944,2595324,23-12-2017,08-01-2018,0,15,1245,5,20,220.4,0
3570480,2166,2810796,01-03-2018,28-03-2018,1,15,495,0,0,525.8,5
4361493,5695,2155764,29-07-2017,28-08-2017,1,15,745,15,75,2158.4,5
5765733,11105,2451588,08-11-2017,07-12-2017,1,15,995,105,240,4471.9,0
2253040,3920,1515444,14-11-2016,13-12-2016,1,15,495,50,85,5393.7,0
2283973,2328,1455996,19-10-2016,27-10-2016,0,15,1745,0,0,0,0
4709040,6368,2175972,05-08-2017,01-09-2017,0,15,745,645,560,3894,10
4794293,8784,2197968,13-08-2017,15-08-2017,0,15,995,0,5,83.6,0
1599733,319,1308024,15-08-2016,14-09-2016,1,50,1745,0,0,0,0
4088613,3944,2011416,08-06-2017,09-06-2017,0,15,1495,0,0,0,0
4386907,2073,2619168,31-12-2017,30-01-2018,1,15,995,25,105,3670.8,0
7319147,1413,2836380,08-03-2018,26-03-2018,0,15,995,25,45,1795.25,10
1811467,1033,1214760,01-07-2016,26-07-2016,0,15,1745,515,680,9645,0
2346853,5390,1480908,29-10-2016,28-11-2016,1,15,495,0,15,384.3,0
3625013,2198,2087568,05-07-2017,04-08-2017,1,15,1495,80,145,5339.95,0
3952987,3813,2755164,13-02-2018,12-03-2018,1,15,495,0,0,0,5
4236347,6024,2472720,15-11-2017,14-12-2017,1,15,1745,55,235,4685.25,0
5229360,1771,2499636,24-11-2017,27-11-2017,0,15,995,0,0,76,0
2027973,10794,1438092,11-10-2016,06-11-2016,0,15,745,0,0,0,0
2285333,2547,1660536,19-01-2017,18-02-2017,1,15,1495,20,65,2215.2,0
3761253,9896,1899444,23-04-2017,01-05-2017,0,15,1245,30,45,156.4,0
4012213,182,2216616,20-08-2017,19-09-2017,1,15,995,0,0,410.4,0
1907867,4587,1255656,21-07-2016,20-08-2016,1,15,495,10,10,219.3,5
3507867,7595,2310960,23-09-2017,22-10-2017,1,15,495,65,125,2778.75,10
4187493,8328,2098644,09-07-2017,08-08-2017,1,15,745,0,20,1504.8,0
7277200,5349,2827368,05-03-2018,04-04-2018,0,15,995,45,75,2568.4,5
7470373,3637,2871408,18-03-2018,19-03-2018,0,15,1495,0,0,94.05,10
2901120,6408,1774896,05-03-2017,04-04-2017,1,15,745,15,230,1085.25,0
3151573,5921,1672704,23-01-2017,23-02-2017,1,15,745,220,220,6423.25,15
5583867,6054,2405244,25-10-2017,24-11-2017,1,15,995,115,345,7011.95,0
7009040,10997,2763000,15-02-2018,14-03-2018,1,15,1495,0,15,470.25,5
1276747,9211,2065116,28-06-2017,27-07-2017,1,50,995,0,525,8589.75,0
1853813,10957,1232196,10-07-2016,04-08-2016,0,15,1495,0,0,8.55,0
2175947,1803,2345064,04-10-2017,03-11-2017,1,15,495,25,50,1433.8,0
2510373,3941,1397652,25-09-2016,24-10-2016,1,15,495,25,55,1746.6,5
3710027,9818,1880124,15-04-2017,14-05-2017,1,15,495,0,0,150.7,0
7418880,7975,2859972,15-03-2018,20-03-2018,0,15,1495,25,35,440.8,0
1591893,4032,2107440,13-07-2017,12-08-2017,1,15,745,85,85,4249.6,0
1560747,7394,2692692,25-01-2018,24-02-2018,1,15,1495,55,90,3241.2,0
4121360,3743,1994352,01-06-2017,30-06-2017,1,15,495,30,35,1303.45,10
